,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,41505.0,-16.5265065691231,8.58497179585822,-18.6498531851945,9.50559351508723,-13.7938185270957,-2.83240429939747,-16.701694296045,7.51734390370987,-8.50705863675898,-14.1101844415457,5.29923634963938,-10.8340064814734,1.67112025332681,-9.37385858364976,0.360805641631617,-9.89924654080666,-19.2362923697613,-8.39855199494575,3.10173536885404,-1.51492343527852,1.19073869481428,-1.12767000902061,-2.3585787697881,0.673461328987237,-1.4136996745882,-0.46276236139933,-2.01857524875161,-1.04280416970881,364.19,1
1,44261.0,0.33981206391426,-2.7437452373292,-0.134069510964111,-1.3857293091396,-1.45141332053475,1.01588659391832,-0.524379056921013,0.224060376080597,0.899746004868937,-0.565011683648515,-0.0876702572804589,0.979426987868997,0.0768828167722893,-0.217883812142159,-0.136829587651677,-2.14289209021685,0.12695606466953,1.75266150752555,0.432546223730087,0.506043885230096,-0.213435843580959,-0.94252502462284,-0.526819174549234,-1.15699189743217,0.311210510185095,-0.7466466791293,0.0409958026777039,0.102037824570113,520.12,0
2,35484.0,1.39959026890982,-0.590701288480912,0.168618940413043,-1.02995032525319,-0.539806452023856,0.0404441131922421,-0.712566691438501,0.0022985938228074,-0.971747092228226,0.756800543994845,0.543827359679997,0.112452967779253,1.07538351998193,-0.245771983192223,0.180482805456521,1.76986004009326,-0.533172248474693,-0.533300338479197,1.19224521937942,0.212877195101415,0.102397692760391,0.16826933872988,-0.166639089920173,-0.81024967952079,0.505083112107574,-0.232340010818481,0.0114086453561191,0.0046341416580672,31.0,0
3,167123.0,-0.43207113598796,1.64789522283229,-1.66936062520264,-0.349504272026618,0.785784725005935,-0.63064671400393,0.276990104486731,0.586024545393355,-0.484715183068174,-1.37664826651817,-1.32833549117357,0.223620680818884,1.13262703780995,-0.550875406818697,0.616567935715225,0.497974163801037,0.502195472328869,0.981342761365518,0.10126396921911,-0.244633312576296,0.358931565613608,0.873663216519477,-0.178641812509582,-0.0171707728114413,-0.207391715007575,-0.157756437394835,-0.237385989488322,0.0019341238860032,1.5,0
4,168473.0,2.01416027604975,-0.137394019617118,-1.015838997077,0.32726895879776,-0.182179328919901,-0.95657056029283,0.043240842712408,-0.160745982848717,0.363241203306138,0.259451902075089,0.942161998783695,0.850037649875283,-0.616165538628619,0.592633856245474,-0.603845391436171,0.0910772462056342,-0.471866655979753,-0.333816385191609,0.404711330070271,-0.255292969598592,-0.23864384423509,-0.616400475330658,0.347044569276681,0.0615611685302417,-0.360195621686188,0.174730014506492,-0.0780434545993313,-0.0705705093379492,0.89,0
5,67878.0,-0.641329678517919,-0.0573038714724775,1.48999832943839,-1.68813094820556,-1.15104267004578,0.259995891228813,-1.39106940693213,-2.33407519715786,1.16864356799078,-2.08407993535079,0.480381323168464,0.473738382363737,-2.19227552032932,0.773941919366093,0.294483675644077,0.406074496090941,-0.541854847712498,1.03144968461293,0.0170758379785041,0.618410694486388,-1.23163402613829,0.257164172341017,-0.371953018281733,-0.0385660840591029,1.39751366250267,-0.665946911670186,0.0310030389738685,0.180356653493136,100.0,0
6,159763.0,2.02395173834979,-0.120139755781178,-1.08691833497069,0.423019142114962,-0.142901392115805,-1.12775195119752,0.178493434677897,-0.303233536467473,0.564509208597162,0.0628307222528285,-0.720047120616004,0.366835116414232,-0.110856961162083,0.319093740433692,0.108359159168302,-0.153633323543943,-0.221312359798561,-0.934141418577591,0.0705527340096393,-0.210864484357965,-0.276174939398341,-0.697708394706193,0.335631347778404,-0.0171963655756412,-0.324903691357964,0.200023172833571,-0.0715660018644001,-0.0582238788399018,16.99,0
7,139631.0,-0.688943614532913,1.29215346473166,-0.56428140547196,-1.45752562554246,2.25833305000776,-0.323270488174229,1.67898445200129,-0.104127880697459,-1.28535074844537,-1.30343470252802,0.282728215739186,-0.402525063260563,-0.548687476302295,-0.504283285953471,-0.685339267620123,0.714828082722564,-0.0926736361784993,0.798952997425288,-0.15008532976064,-0.0371504004460351,-0.0068795271139139,-0.171567514524424,-0.720019495405001,-0.419435298208321,1.21199067419449,0.670915582443936,-0.10398632648441,0.0300841988161163,8.95,0
8,133944.0,2.11936249385643,0.142639230905614,-2.37333727497064,0.541948582967215,0.608418830452744,-1.7755639062195,0.955774503271036,-0.599382906655882,0.0104197943366835,0.295304760720703,-0.936569156088631,-0.452477542608518,-1.34079845182138,1.07745861334885,-0.0995836407878851,-0.815072365988363,0.0184810866674582,-0.639446206584649,-0.0654267165463894,-0.323573148640534,0.264264056934778,0.898265926868227,-0.168062720597538,0.0593111738854827,0.626948963971431,0.729035483693691,-0.129119656593155,-0.0947133483017201,10.0,0
9,58769.0,-5.58425580684684,-4.7324127085262,-0.448451739541876,-0.121442312228179,-0.707411881424769,-0.114375894322543,-1.5546280896592,1.40212557990391,-0.0316931710476022,-0.942358120746689,-2.43950149783411,-0.552312042085715,-0.295587725981411,-0.250246079102062,-1.19773161503525,1.54955268115601,0.933236724007606,-1.23768948744087,0.41683161303068,-1.04690007229382,0.0416507431345933,0.621789023597085,0.223466599719787,-0.770137052985533,0.621182197801093,-0.0287379127911425,0.505194314510737,-1.89832277287378,101.49,0
